location,trap_set_date,week_ending_saturday,epi_week,year,site_type,lat,lon,lga_code_2011,lga_name_2011,lga_code_2016,lga_name_2016,lga_name_2020,lhd,virus
Bankstown,18/04/2013,20/04/2013,16,2013,Sydney,-33.9182,151.035,10350,Bankstown,11570,Canterbury-Bankstown,Canterbury-Bankstown,South Western Sydney,Stratford
Northern Beaches,27/04/2020,02/05/2020,16,2020,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Stratford
Georges River - East,44381,10/04/2021,16,2021,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Northern Beaches,44655,09/04/2022,16,2022,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Stratford
Northern Beaches,26/04/2022,30/04/2022,16,2022,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Stratford
Hawkesbury,16/04/2024,20/04/2024,16,2024,Sydney,-33.2263,150.8609,13800,Hawkesbury,13800,Hawkesbury,Hawkesbury,Nepean Blue Mountains,Stratford
Northern Beaches,45326,06/04/2024,16,2024,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Stratford
Northern Beaches,27/04/2024,27/04/2024,16,2024,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Stratford
The Hills,45600,13/04/2024,16,2024,Sydney,-33.6049,150.9773,17420,The Hills,17420,The Hills,The Hills,Western Sydney,Stratford
Earlwood,23/04/2025,26/04/2025,16,2025,Sydney,-33.933,151.144,10350,Bankstown,11570,Canterbury-Bankstown,Canterbury-Bankstown,Sydney,Stratford
Northern Beaches,15/04/2025,19/04/2025,16,2025,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Stratford
Port Macquarie,44989,08/04/2023,17,2023,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Stratford
Batemans Bay,45355,06/04/2024,17,2024,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Stratford
Homebush,41490,13/04/2013,17,2013,Sydney,-33.864,151.0819,17100,Strathfield,17100,Strathfield,Strathfield,Sydney,Stratford
Northern Beaches,20/04/2020,25/04/2020,17,2020,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Stratford
Cumberland,45720,05/04/2025,17,2025,Sydney,-33.85,151.03,16250,Parramatta,16250,Parramatta,Parramatta,Western Sydney,Stratford
Northern Beaches,45873,12/04/2025,17,2025,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Stratford
Northern Beaches,43926,09/05/2020,20,2020,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Stratford
Northern Beaches,44597,07/05/2022,21,2022,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Stratford
Parramatta,44625,07/05/2022,21,2022,Sydney,-33.8136,151.0034,16250,Parramatta,16250,Parramatta,Parramatta,Western Sydney,Stratford
Parramatta,44778,07/05/2022,21,2022,Sydney,-33.8136,151.0034,16250,Parramatta,16250,Parramatta,Parramatta,Western Sydney,Stratford
Sydney Olympic Park,44625,07/05/2022,21,2022,Sydney,-33.8354,151.0654,16250,Parramatta,12380,Parramatta,Parramatta,Western Sydney,Stratford
Deniliquin,14/01/2025,18/01/2025,4,2025,Inland,-35.53,144.99,12500,Deniliquin,12730,Edward River,Edward River,Murrumbidgee,Trubanaman
Griffith,33971,06/02/1993,8,1993,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Trubanaman
Griffith,33880,14/03/1992,11,1992,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Trubanaman
Northern Beaches,25/03/2025,29/03/2025,12,2025,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Trubanaman
Northern Beaches,45873,12/04/2025,17,2025,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Trubanaman
Wentworth,21/11/1989,25/11/1989,46,1989,Inland,-34.1071,141.9178,18200,Wentworth,18200,Wentworth,Wentworth,Far West,Trubanaman
